date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:19:05	618212/618212	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:18:53%20GMT	https://www.amazon.com/ref=nav_logo	C:/My%20Web%20Sites/hhh/www.amazon.com/ref=nav_logo.html	(from https://www.amazon.com/)
02:19:12	1897588/1897588	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:02%20GMT	https://www.amazon.com/customer-preferences/edit?ie=UTF8&preferencesReturnUrl=%2F&ref_=topnav_lang_ais	C:/My%20Web%20Sites/hhh/www.amazon.com/customer-preferences/edit2221.html	(from https://www.amazon.com/)
02:19:15	132899/132899	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:09%20GMT	https://www.amazon.com/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2F%3F_encoding%3DUTF8%26ref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	C:/My%20Web%20Sites/hhh/www.amazon.com/ap/signine662.html	(from https://www.amazon.com/)
02:19:16	1/1	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2015%20Dec%202023%2002:19:12%20GMT	https://www.amazon.com/gp/css/order-history?ref_=nav_orders_first	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/css/order-history.174328.delayed	(from https://www.amazon.com/)
02:19:18	133495/133495	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:12%20GMT	https://www.amazon.com/ap/signin?_encoding=UTF8&accountStatusPolicy=P1&openid.assoc_handle=usflex&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.mode=checkid_setup&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0&openid.ns.pape=http%3A%2F%2Fspecs.openid.net%2Fextensions%2Fpape%2F1.0&openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fgp%2Fcss%2Forder-history%3Fie%3DUTF8%26ref_%3Dnav_orders_first&pageId=webcs-yourorder&showRmrMe=1	C:/My%20Web%20Sites/hhh/www.amazon.com/ap/signinb819.html	(from https://www.amazon.com/)
02:19:23	314120/314120	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:15%20GMT	https://www.amazon.com/gp/cart/view.html?ref_=nav_cart	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/cart/view4fae.html	(from https://www.amazon.com/)
02:19:26	100047/100047	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2015%20Dec%202023%2002:19:20%20GMT	https://www.amazon.com/gp/site-directory?ref_=nav_em_js_disabled	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/site-directory.1a4a22.delayed	(from https://www.amazon.com/)
02:19:33	547930/547930	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:23%20GMT	https://www.amazon.com/gp/goldbox?ref_=nav_cs_gb	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/goldboxd89c.html	(from https://www.amazon.com/)
02:19:40	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Fri,%2015%20Dec%202023%2002:19:35%20GMT	https://www.amazon.com/gp/browse.html?node=16115931011&ref_=nav_cs_registry	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/browse.1c9c2e.delayed	(from https://www.amazon.com/)
02:19:48	340741/340741	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:37%20GMT	https://www.amazon.com/registries?ref_=nav_cs_registry&ref_=nav_cs_registry	C:/My%20Web%20Sites/hhh/www.amazon.com/registries901e.html	(from https://www.amazon.com/)
02:19:54	304107/304107	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:46%20GMT	https://www.amazon.com/gp/help/customer/display.html?nodeId=508510&ref_=nav_cs_customerservice	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/help/customer/display27ca.html	(from https://www.amazon.com/)
02:20:00	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2015%20Dec%202023%2002:19:54%20GMT	https://www.amazon.com/gp/help/customer/accessibility	C:/My%20Web%20Sites/hhh/www.amazon.com/gp/help/customer/accessibility.1f.delayed	(from https://www.amazon.com/)
02:20:19	408340/408340	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:54%20GMT	https://www.amazon.com/b/?_encoding=UTF8&ld=AZUSSOA-sell&node=12766669011&ref_=nav_cs_sell	C:/My%20Web%20Sites/hhh/www.amazon.com/b/indexa5f9.html	(from https://www.amazon.com/)
02:20:46	134129/134129	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:57%20GMT	https://www.amazon.com/ap/signin?openid.pape.max_auth_age=3600&openid.return_to=https%3A%2F%2Fwww.amazon.com%2Fhz%2Fcontact-us%2Faccessibility&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=amzn_contactus_desktop_us&openid.mode=checkid_setup&language=en_US&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&pageId=login&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	C:/My%20Web%20Sites/hhh/www.amazon.com/ap/signin149e.html	(from https://www.amazon.com/)
02:21:07	425294/425294	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:19:54%20GMT	https://www.amazon.com/gift-cards/b/?ie=UTF8&node=2238192011&ref_=nav_cs_gc	C:/My%20Web%20Sites/hhh/www.amazon.com/gift-cards/b/indexb407.html	(from https://www.amazon.com/)
02:21:12	92835/92835	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Nov%202023%2016:50:11%20GMT	https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/614rDhrz2-L._SX1500_.jpg	C:/My%20Web%20Sites/hhh/m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/614rDhrz2-L._SX1500_.jpg	(from https://www.amazon.com/)
02:21:29	4168/4168	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2016:25:30%20GMT	https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Headset_1x._SY116_CB667159060_.jpg	C:/My%20Web%20Sites/hhh/images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Headset_1x._SY116_CB667159060_.jpg	(from https://www.amazon.com/)
02:21:31	4588/4588	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Jun%202021%2016:25:31%20GMT	https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Keyboard_1x._SY116_CB667159063_.jpg	C:/My%20Web%20Sites/hhh/images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T2/images/G/01/AmazonExports/Fuji/2021/June/Fuji_Quad_Keyboard_1x._SY116_CB667159063_.jpg	(from https://www.amazon.com/)
02:22:03	699293/699293	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:21:28%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20keyboard&ref=nb_sb_noss_1&pd_rd_w=mBBgF&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=4HBNCDTDWP2R2J825MER&pd_rd_wg=n3XJy&pd_rd_r=9283c183-971e-4ae8-8321-e99e1d5c6929&ref_=pd_gw_unk	C:/My%20Web%20Sites/hhh/www.amazon.com/s/indexf11f.html	(from https://www.amazon.com/)
02:22:27	777051/777051	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:21:26%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20headsets&ref=nb_sb_noss_2&pd_rd_w=mBBgF&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=4HBNCDTDWP2R2J825MER&pd_rd_wg=n3XJy&pd_rd_r=9283c183-971e-4ae8-8321-e99e1d5c6929&ref_=pd_gw_unk	C:/My%20Web%20Sites/hhh/www.amazon.com/s/index90df.html	(from https://www.amazon.com/)
02:22:37	771022/771022	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Dec%202023%2002:21:30%20GMT	https://www.amazon.com/s/?_encoding=UTF8&k=gaming%20mouse&ref=nb_sb_noss_2&pd_rd_w=mBBgF&content-id=amzn1.sym.12129333-2117-4490-9c17-6d31baf0582a&pf_rd_p=12129333-2117-4490-9c17-6d31baf0582a&pf_rd_r=4HBNCDTDWP2R2J825MER&pd_rd_wg=n3XJy&pd_rd_r=9283c183-971e-4ae8-8321-e99e1d5c6929&ref_=pd_gw_unk	C:/My%20Web%20Sites/hhh/www.amazon.com/s/indexf6f1.html	(from https://www.amazon.com/)
